"iter","loglik","score_max_abs","finite_score","bt","eta_used","ls_ok","seed","n","k","family","method","eta0","eta_mult","eta_label","eta_init","eta_times_n","case"
66,-462551.301183306,0.026352374463754,1,2,0.000483927923674164,1,123,1000,2,"poisson","linesearch",0.000193571169469666,10,"10*eta0",0.00193571169469666,1.93571169469666,"linesearch | 10*eta0"
67,-462551.301174182,0.0235956988835637,1,2,0.000483927923674164,1,123,1000,2,"poisson","linesearch",0.000193571169469666,10,"10*eta0",0.00193571169469666,1.93571169469666,"linesearch | 10*eta0"
68,-462551.30116689,0.0211302837936457,1,2,0.000483927923674164,1,123,1000,2,"poisson","linesearch",0.000193571169469666,10,"10*eta0",0.00193571169469666,1.93571169469666,"linesearch | 10*eta0"
69,-462551.301161032,0.0189250104192557,1,2,0.000483927923674164,1,123,1000,2,"poisson","linesearch",0.000193571169469666,10,"10*eta0",0.00193571169469666,1.93571169469666,"linesearch | 10*eta0"
70,-462551.301156301,0.0169521265627405,1,2,0.000483927923674164,1,123,1000,2,"poisson","linesearch",0.000193571169469666,10,"10*eta0",0.00193571169469666,1.93571169469666,"linesearch | 10*eta0"
71,-462551.301152492,0.0151868772492733,1,2,0.000483927923674164,1,123,1000,2,"poisson","linesearch",0.000193571169469666,10,"10*eta0",0.00193571169469666,1.93571169469666,"linesearch | 10*eta0"
72,-462551.301149433,0.013607176541655,1,2,0.000483927923674164,1,123,1000,2,"poisson","linesearch",0.000193571169469666,10,"10*eta0",0.00193571169469666,1.93571169469666,"linesearch | 10*eta0"
73,-462551.301146987,0.0121933158496071,1,2,0.000483927923674164,1,123,1000,2,"poisson","linesearch",0.000193571169469666,10,"10*eta0",0.00193571169469666,1.93571169469666,"linesearch | 10*eta0"
74,-462551.301144993,0.0109277046066786,1,2,0.000483927923674164,1,123,1000,2,"poisson","linesearch",0.000193571169469666,10,"10*eta0",0.00193571169469666,1.93571169469666,"linesearch | 10*eta0"
75,-462551.301143396,0.00979463965805938,1,2,0.000483927923674164,1,123,1000,2,"poisson","linesearch",0.000193571169469666,10,"10*eta0",0.00193571169469666,1.93571169469666,"linesearch | 10*eta0"
1,-463074.625300115,197.347612285315,1,NA,NA,NA,123,1000,2,"poisson","fixed",0.000193571169469666,5,"5*eta0",0.000967855847348329,0.967855847348329,"fixed | 5*eta0"
2,-462816.208761141,130.347369258313,1,0,0.000967855847348329,1,123,1000,2,"poisson","fixed",0.000193571169469666,5,"5*eta0",0.000967855847348329,0.967855847348329,"fixed | 5*eta0"
3,-462705.533952542,96.9886974017468,1,0,0.000967855847348329,1,123,1000,2,"poisson","fixed",0.000193571169469666,5,"5*eta0",0.000967855847348329,0.967855847348329,"fixed | 5*eta0"
4,-462655.169000266,76.3134607908012,1,0,0.000967855847348329,1,123,1000,2,"poisson","fixed",0.000193571169469666,5,"5*eta0",0.000967855847348329,0.967855847348329,"fixed | 5*eta0"
5,-462638.428721998,59.2099307132184,1,0,0.000967855847348329,1,123,1000,2,"poisson","fixed",0.000193571169469666,5,"5*eta0",0.000967855847348329,0.967855847348329,"fixed | 5*eta0"
6,-462641.39838674,67.4321311543132,1,0,0.000967855847348329,1,123,1000,2,"poisson","fixed",0.000193571169469666,5,"5*eta0",0.000967855847348329,0.967855847348329,"fixed | 5*eta0"
7,-462664.049397095,52.9311722312436,1,0,0.000967855847348329,1,123,1000,2,"poisson","fixed",0.000193571169469666,5,"5*eta0",0.000967855847348329,0.967855847348329,"fixed | 5*eta0"
8,-462699.323572424,79.9735001945878,1,0,0.000967855847348329,1,123,1000,2,"poisson","fixed",0.000193571169469666,5,"5*eta0",0.000967855847348329,0.967855847348329,"fixed | 5*eta0"
9,-462764.159121088,81.5949460656362,1,0,0.000967855847348329,1,123,1000,2,"poisson","fixed",0.000193571169469666,5,"5*eta0",0.000967855847348329,0.967855847348329,"fixed | 5*eta0"
10,-462843.133112376,108.225919628653,1,0,0.000967855847348329,1,123,1000,2,"poisson","fixed",0.000193571169469666,5,"5*eta0",0.000967855847348329,0.967855847348329,"fixed | 5*eta0"
11,-462986.621101963,121.217476619984,1,0,0.000967855847348329,1,123,1000,2,"poisson","fixed",0.000193571169469666,5,"5*eta0",0.000967855847348329,0.967855847348329,"fixed | 5*eta0"
12,-463143.632938956,152.80970611928,1,0,0.000967855847348329,1,123,1000,2,"poisson","fixed",0.000193571169469666,5,"5*eta0",0.000967855847348329,0.967855847348329,"fixed | 5*eta0"
13,-463453.876338371,175.629734492051,1,0,0.000967855847348329,1,123,1000,2,"poisson","fixed",0.000193571169469666,5,"5*eta0",0.000967855847348329,0.967855847348329,"fixed | 5*eta0"
14,-463750.827256669,217.307550486392,1,0,0.000967855847348329,1,123,1000,2,"poisson","fixed",0.000193571169469666,5,"5*eta0",0.000967855847348329,0.967855847348329,"fixed | 5*eta0"
15,-464423.116131606,249.417257788143,1,0,0.000967855847348329,1,123,1000,2,"poisson","fixed",0.000193571169469666,5,"5*eta0",0.000967855847348329,0.967855847348329,"fixed | 5*eta0"
16,-464947.563823641,306.081104783093,1,0,0.000967855847348329,1,123,1000,2,"poisson","fixed",0.000193571169469666,5,"5*eta0",0.000967855847348329,0.967855847348329,"fixed | 5*eta0"
17,-466405.074349682,345.866654412042,1,0,0.000967855847348329,1,123,1000,2,"poisson","fixed",0.000193571169469666,5,"5*eta0",0.000967855847348329,0.967855847348329,"fixed | 5*eta0"
18,-467213.802041309,420.315965421026,1,0,0.000967855847348329,1,123,1000,2,"poisson","fixed",0.000193571169469666,5,"5*eta0",0.000967855847348329,0.967855847348329,"fixed | 5*eta0"
19,-470332.9272508,462.917396296057,1,0,0.000967855847348329,1,123,1000,2,"poisson","fixed",0.000193571169469666,5,"5*eta0",0.000967855847348329,0.967855847348329,"fixed | 5*eta0"
