"rep","seed","n","k","family","method","eta0","eta_mult","eta_init","eta_times_n","eps_grad","max_gd_steps","beta_ls","c_ls","Rprime","error","error_message","elapsed_sec","num_of_steps","converged","exploded","score_Y_max_abs","bt_mean","bt_max","bt_frac0","bt_frac_hit_cap","ls_fail_frac","record_id"
1,3123,2000,2,"gaussian","fixed",0.00025,10,0.0025,5,0.01,2000,0.5,1,0,0,NA,39.486,13,0,1,NA,0,0,1,1,0,1
1,3123,2000,2,"gaussian","linesearch",0.00025,10,0.0025,5,0.01,2000,0.5,1,8,0,NA,65.427,62,1,0,0.00954093784114501,3,3,0,0,0,2
1,3123,2000,2,"gaussian","fixed",0.00025,5,0.00125,2.5,0.01,2000,0.5,1,0,0,NA,38.719,18,0,1,NA,0,0,1,1,0,3
1,3123,2000,2,"gaussian","linesearch",0.00025,5,0.00125,2.5,0.01,2000,0.5,1,8,0,NA,59.777,62,1,0,0.00954093784114501,2,2,0,0,0,4
1,3123,2000,2,"gaussian","fixed",0.00025,1,0.00025,0.5,0.01,2000,0.5,1,0,0,NA,42.21,79,1,0,0.00894449146318665,0,0,1,1,0,5
1,3123,2000,2,"gaussian","linesearch",0.00025,1,0.00025,0.5,0.01,2000,0.5,1,8,0,NA,56.131,79,1,0,0.00894449146318665,0,0,1,0,0,6
1,3123,2000,2,"gaussian","fixed",0.00025,0.2,5e-05,0.1,0.01,2000,0.5,1,0,0,NA,65.389,406,1,0,0.00984672619974553,0,0,1,1,0,7
1,3123,2000,2,"gaussian","linesearch",0.00025,0.2,5e-05,0.1,0.01,2000,0.5,1,8,0,NA,142.428,406,1,0,0.00984672619974553,0,0,1,0,0,8
2,4123,2000,2,"gaussian","fixed",0.00025,10,0.0025,5,0.01,2000,0.5,1,0,0,NA,37.49,13,0,1,NA,0,0,1,1,0,9
2,4123,2000,2,"gaussian","linesearch",0.00025,10,0.0025,5,0.01,2000,0.5,1,8,0,NA,64.145,63,1,0,0.00859516159686002,3,3,0,0,0,10
2,4123,2000,2,"gaussian","fixed",0.00025,5,0.00125,2.5,0.01,2000,0.5,1,0,0,NA,38.922,18,0,1,NA,0,0,1,1,0,11
2,4123,2000,2,"gaussian","linesearch",0.00025,5,0.00125,2.5,0.01,2000,0.5,1,8,0,NA,59.525,63,1,0,0.00859516159686002,2,2,0,0,0,12
2,4123,2000,2,"gaussian","fixed",0.00025,1,0.00025,0.5,0.01,2000,0.5,1,0,0,NA,42.5,79,1,0,0.00941484031694428,0,0,1,1,0,13
2,4123,2000,2,"gaussian","linesearch",0.00025,1,0.00025,0.5,0.01,2000,0.5,1,8,0,NA,56.175,79,1,0,0.00941484031694428,0,0,1,0,0,14
2,4123,2000,2,"gaussian","fixed",0.00025,0.2,5e-05,0.1,0.01,2000,0.5,1,0,0,NA,64.146,408,1,0,0.00995484320435525,0,0,1,1,0,15
2,4123,2000,2,"gaussian","linesearch",0.00025,0.2,5e-05,0.1,0.01,2000,0.5,1,8,0,NA,124.15,408,1,0,0.00995484320435525,0,0,1,0,0,16
